Element;Line;Type;Energy
Tc;K?2;Sum Peak (2x);42003.4
Pm;K?3;Escape Peak (Si);42012.6
Pd;K?2;Sum Peak (2x);42040
Tb;K?2;Escape Peak (Si);42044
Pm;K?1;Escape Peak (Si);42127
Nd;K?3;Emission Line;42166
Nd;K?1;Emission Line;42272
Gd;K?2;Emission Line;42309
Pd;K?1;Sum Peak (2x);42354
Pm;K?5;Escape Peak (Si);42432
Nd;K?5;Emission Line;42565.7
Tb;K?1;Escape Peak (Si);42782
Gd;K?1;Emission Line;42996
Dy;K?3;Escape Peak (Si);43043
Pm;K?2;Escape Peak (Si);43242
Ru;K?3;Sum Peak (2x);43267.4
Tb;K?3;Emission Line;43288
Ru;K?1;Sum Peak (2x);43311
Nd;K?2;Emission Line;43325.7
Pm;K?4;Escape Peak (Si);43364
Ag;K?3;Sum Peak (2x);43416
Nd;K?4;Emission Line;43448.5
Dy;K?2;Escape Peak (Si);43508
Sm;K?3;Escape Peak (Si);43593
Ru;K?5;Sum Peak (2x);43665.6
Pm;K?3;Emission Line;43712.6
Sm;K?1;Escape Peak (Si);43714.2
Tb;K?2;Emission Line;43744
Pm;K?1;Emission Line;43827
Ag;K?2;Sum Peak (2x);43980
Sm;K?5;Escape Peak (Si);44023.1
Pm;K?5;Emission Line;44132
Ru;K?2;Sum Peak (2x);44141.4
Dy;K?1;Escape Peak (Si);44299
Ag;K?1;Sum Peak (2x);44326
Tb;K?1;Emission Line;44482
Ho;K?3;Escape Peak (Si);44524
Dy;K?3;Emission Line;44743
Sm;K?2;Escape Peak (Si);44868.4
Pm;K?2;Emission Line;44942
Ho;K?2;Escape Peak (Si);45000
Sm;K?4;Escape Peak (Si);45005
Pm;K?4;Emission Line;45064
Eu;K?3;Escape Peak (Si);45205
Dy;K?2;Emission Line;45208
Sm;K?3;Emission Line;45293
Eu;K?1;Escape Peak (Si);45338
Cd;K?3;Sum Peak (2x);45386
Rh;K?3;Sum Peak (2x);45397.4
Sm;K?1;Emission Line;45414.2
Rh;K?1;Sum Peak (2x);45447
Eu;K?5;Escape Peak (Si);45660.4
Sm;K?5;Emission Line;45723.1
Rh;K?5;Sum Peak (2x);45816.2
Ho;K?1;Escape Peak (Si);45847
Cd;K?2;Sum Peak (2x);45968
Dy;K?1;Emission Line;45999
Er;K?3;Escape Peak (Si);46035
Ho;K?3;Emission Line;46224
Rh;K?2;Sum Peak (2x);46339
Cd;K?1;Sum Peak (2x);46346
Rh;K?4;Sum Peak (2x);46436
Er;K?2;Escape Peak (Si);46522
Eu;K?2;Escape Peak (Si);46535
Sm;K?2;Emission Line;46568.4
Eu;K?4;Escape Peak (Si);46686
Ho;K?2;Emission Line;46700
Sm;K?4;Emission Line;46705
Gd;K?3;Escape Peak (Si);46851
Eu;K?3;Emission Line;46905
Gd;K?1;Escape Peak (Si);46995
Eu;K?1;Emission Line;47038
Gd;K?5;Escape Peak (Si);47317.1
Eu;K?5;Emission Line;47360.4
In;K?3;Sum Peak (2x);47404
Er;K?1;Escape Peak (Si);47428
Ho;K?1;Emission Line;47547
Tm;K?3;Escape Peak (Si);47574
Pd;K?3;Sum Peak (2x);47580.2
Pd;K?1;Sum Peak (2x);47635.4
Er;K?3;Emission Line;47735
In;K?2;Sum Peak (2x);48004
Pd;K?5;Sum Peak (2x);48019
Tm;K?2;Escape Peak (Si);48073
Er;K?2;Emission Line;48222
Eu;K?2;Emission Line;48235
Gd;K?2;Escape Peak (Si);48253
Eu;K?4;Emission Line;48386
In;K?1;Sum Peak (2x);48420
Gd;K?3;Emission Line;48551
Pd;K?2;Sum Peak (2x);48588.6
Gd;K?1;Emission Line;48695
Pd;K?4;Sum Peak (2x);48696
Gd;K?5;Emission Line;49017.1
Er;K?1;Emission Line;49128
Tm;K?3;Emission Line;49274
Sn;K?3;Sum Peak (2x);49470
Tm;K?2;Emission Line;49773
Ag;K?3;Sum Peak (2x);49820.4
Ag;K?1;Sum Peak (2x);49882
Gd;K?2;Emission Line;49953
